isbn,authors,original_publication_year,original_title,title,language_code,average_rating,image_url,small_image_url
1620610086,Jennifer L. Armentrout,2012,Shadows,"Shadows (Lux, #0.5)",eng,4.16,https://images.gr-assets.com/books/1328414465m/13183957.jpg,https://images.gr-assets.com/books/1328414465s/13183957.jpg
141699176X,Orson Scott Card,2010,Pathfinder,"Pathfinder (Pathfinder, #1)",en-US,3.98,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
316348406,Lindy West,2016,"Shrill: Women Are Funny, It's Okay to Be Fat, and Feminists Don't Have to Be Nice",Shrill: Notes from a Loud Woman,eng,4.23,https://images.gr-assets.com/books/1460015959m/29340182.jpg,https://images.gr-assets.com/books/1460015959s/29340182.jpg
451456734,Anne Bishop,2000,Queen of the Darkness,"Queen of the Darkness (The Black Jewels, #3)",,4.37,https://images.gr-assets.com/books/1325423531m/47959.jpg,https://images.gr-assets.com/books/1325423531s/47959.jpg
,Harper Sloan,2013,Axel,"Axel (Corps Security, #1)",,4.13,https://images.gr-assets.com/books/1395241107m/21518647.jpg,https://images.gr-assets.com/books/1395241107s/21518647.jpg
425240169,Julie James,2011,A Lot Like Love,"A Lot like Love (FBI/US Attorney, #2)",eng,4.09,https://images.gr-assets.com/books/1284384506m/8419428.jpg,https://images.gr-assets.com/books/1284384506s/8419428.jpg
553154346,"Jim Kjelgaard, Carl Pfeuffer",1945,Big Red,"Big Red (Big Red, #1)",,4.11,https://images.gr-assets.com/books/1320551723m/123170.jpg,https://images.gr-assets.com/books/1320551723s/123170.jpg
345427637,Caleb Carr,1997,The Angel of Darkness,"The Angel of Darkness (Dr. Laszlo Kreizler, #2)",en-US,3.94,https://images.gr-assets.com/books/1433066571m/767307.jpg,https://images.gr-assets.com/books/1433066571s/767307.jpg
7466072,George R.R. Martin,2011,A Dance With Dragons: Part 2 After The Feast,"A Dance with Dragons: After the Feast (A Song of Ice and Fire #5, Part 2 of 2)",eng,4.41,https://images.gr-assets.com/books/1327932256m/13337716.jpg,https://images.gr-assets.com/books/1327932256s/13337716.jpg
307119394,Mercer Mayer,1983,I Was So Mad (Look-Look),I Was So Mad,en-GB,4.21,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9791680000,Arthur Conan Doyle,1892,Sherlock Holmes : Silver Blaze,"Silver Blaze (The Memoirs of Sherlock Holmes, #1)",eng,4.18,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
312422288,Augusten Burroughs,2000,Sellevision,Sellevision,,3.54,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
031298166X,Agatha Christie,1949,Crooked House,Crooked House,eng,3.98,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
000675399X,T.H. White,1938,The Sword in the Stone,"The Sword in the Stone (The Once and Future King, #1)",eng,3.92,https://images.gr-assets.com/books/1355212194m/316845.jpg,https://images.gr-assets.com/books/1355212194s/316845.jpg
439498821,Jaclyn Moriarty,2003,Finding Cassie Crazy,"The Year of Secret Assignments (Ashbury/Brookfield, #2)",eng,3.9,https://images.gr-assets.com/books/1388634474m/82780.jpg,https://images.gr-assets.com/books/1388634474s/82780.jpg
307962520,Anne Rice,2014,Prince Lestat,"Prince Lestat (The Vampire Chronicles, #11)",eng,3.76,https://images.gr-assets.com/books/1394635385m/21412673.jpg,https://images.gr-assets.com/books/1394635385s/21412673.jpg
553280511,L.M. Montgomery,1926,The Blue Castle,The Blue Castle ,en-US,4.23,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7284977,Cecelia Ahern,2008,The Gift,The Gift,en-GB,3.68,https://images.gr-assets.com/books/1286019892m/4279056.jpg,https://images.gr-assets.com/books/1286019892s/4279056.jpg
553807730,Dean Koontz,2013,,"Deeply Odd (Odd Thomas, #6)",eng,4.01,https://images.gr-assets.com/books/1364250954m/15797722.jpg,https://images.gr-assets.com/books/1364250954s/15797722.jpg
930289226,"Alan Moore, Stephen R. Bissette, John Totleben, Rick Veitch, Ramsey Campbell",1983,"The Saga of the Swamp Thing, Vol 20 - 27","Swamp Thing, Vol. 1: Saga of the Swamp Thing",eng,4.2,https://images.gr-assets.com/books/1393967527m/102324.jpg,https://images.gr-assets.com/books/1393967527s/102324.jpg
345438205,Arthur C. Clarke,1997,3001: The Final Odyssey,"3001: The Final Odyssey (Space Odyssey, #4)",,3.49,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
380730367,Dennis Lehane,1999,Prayers for Rain ,"Prayers for Rain (Kenzie & Gennaro, #5)",,4.08,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
312534353,Alyson Noel,2010,,"The Immortals Boxed Set (The Immortals, #1-3)",,4.28,https://images.gr-assets.com/books/1311995373m/7701275.jpg,https://images.gr-assets.com/books/1311995373s/7701275.jpg
7120982,Agatha Christie,1962,The Mirror Crack'd from Side to Side,"The Mirror Crack'd from Side to Side (Miss Marple, #9)",eng,3.89,https://images.gr-assets.com/books/1466335226m/16372.jpg,https://images.gr-assets.com/books/1466335226s/16372.jpg
440245265,Lara Adrian,2009,Shades of Midnight,"Shades of Midnight (Midnight Breed, #7)",en-US,4.28,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
750026049,Jan Brett,1997,The Hat,The Hat,eng,4.25,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
62117378,Kasie West,2013,Pivot Point,"Pivot Point (Pivot Point, #1)",eng,4.08,https://images.gr-assets.com/books/1356020486m/11988046.jpg,https://images.gr-assets.com/books/1356020486s/11988046.jpg
1400031524,"Henning Mankell, Laurie Thompson",1992,Hundarna i Riga,"The Dogs of Riga (Kurt Wallander, #2)",eng,3.72,https://images.gr-assets.com/books/1341858828m/39795.jpg,https://images.gr-assets.com/books/1341858828s/39795.jpg
385352875,Paolo Bacigalupi,2015,The Water Knife,The Water Knife,eng,3.83,https://images.gr-assets.com/books/1411059576m/23209924.jpg,https://images.gr-assets.com/books/1411059576s/23209924.jpg
,Karl Weber,2009,"Food Inc.: A Participant Guide: How Industrial Food is Making Us Sicker, Fatter, and Poorer-And What You Can Do About It","Food Inc.: A Participant Guide: How Industrial Food is Making Us Sicker, Fatter, and Poorer-And What You Can Do About It",eng,4.19,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
399150862,Catherine Coulter,1996,The Cove,The Cove  (FBI Thriller #1),en-US,3.86,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
752816993,Robert Crais,1987,The Monkey's Raincoat,"The Monkey's Raincoat (Elvis Cole, #1)",en-US,3.98,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
316955108,Herman Wouk,1951,The Caine Mutiny,The Caine Mutiny,en-US,4.23,https://images.gr-assets.com/books/1410224968m/368772.jpg,https://images.gr-assets.com/books/1410224968s/368772.jpg
1442474289,Becca Fitzpatrick,2014,,Black Ice,,3.88,https://images.gr-assets.com/books/1414369023m/21943246.jpg,https://images.gr-assets.com/books/1414369023s/21943246.jpg
753820331,James Lee Burke,1987,The neon rain,"The Neon Rain (Dave Robicheaux, #1)",eng,3.98,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
375700188,"Thomas Ã  Kempis, William Benham",1418, De Imitatione Christi,The Imitation of Christ,,4.19,https://images.gr-assets.com/books/1320442968m/851393.jpg,https://images.gr-assets.com/books/1320442968s/851393.jpg
1481060953,K.A. Linde,2012,,"Avoiding Responsibility (Avoiding, #2)",en-US,4.07,https://images.gr-assets.com/books/1351018683m/13560262.jpg,https://images.gr-assets.com/books/1351018683s/13560262.jpg
60588284,Kevin Henkes,2004,Kitten's First Full Moon,Kitten's First Full Moon,eng,4.07,https://images.gr-assets.com/books/1400866970m/237665.jpg,https://images.gr-assets.com/books/1400866970s/237665.jpg
163215711X,"Brian K. Vaughan, Fiona Staples",2016,"Saga, Volume Six","Saga, Vol. 6 (Saga, #6)",eng,4.49,https://images.gr-assets.com/books/1486028997m/28862528.jpg,https://images.gr-assets.com/books/1486028997s/28862528.jpg
778322955,Debbie Macomber,2005,A Good Yarn,"A Good Yarn (Blossom Street, #2)",en-US,4.11,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1401324029,Richard Castle,2010,Naked Heat,"Naked Heat (Nikki Heat, #2)",en-US,3.75,https://images.gr-assets.com/books/1327874198m/7776678.jpg,https://images.gr-assets.com/books/1327874198s/7776678.jpg
671722921,William Shakespeare,1589,,Titus Andronicus,en-US,3.71,https://images.gr-assets.com/books/1397028943m/72978.jpg,https://images.gr-assets.com/books/1397028943s/72978.jpg
61670855,L.J. Smith,2008,,"The Initiation / The Captive Part I (The Secret Circle, #1-2)",eng,3.96,https://images.gr-assets.com/books/1341591862m/3099780.jpg,https://images.gr-assets.com/books/1341591862s/3099780.jpg
439568404,R.L. Stine,1993,Night of the Living Dummy,"Night of the Living Dummy (Goosebumps, #7)",,3.8,https://images.gr-assets.com/books/1328867793m/125564.jpg,https://images.gr-assets.com/books/1328867793s/125564.jpg
449208060,Jeffrey Archer,1977,Shall We Tell the President?,"Shall We Tell the President? (Kane & Abel, #3)",eng,3.69,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
425230155,Charlaine Harris,2009,"Grave Secret (Harper Connelly, #4)","Grave Secret (Harper Connelly, #4)",eng,3.94,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
140260706,Peter Shaffer,1973,Equus : a play,Equus,eng,3.94,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
380789833,Raymond E. Feist,1998,"Shards of a Broken Crown (The Serpentwar Saga, #4)","Shards of a Broken Crown (The Serpentwar Saga, #4)",,3.99,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
316201545,"Chris Colfer, Brandon Dorman",2013,The Enchantress Returns,"The Enchantress Returns (The Land of Stories, #2)",eng,4.49,https://images.gr-assets.com/books/1364843824m/17722973.jpg,https://images.gr-assets.com/books/1364843824s/17722973.jpg
,Charlie N. Holmberg,2015,The Master Magician,"The Master Magician (The Paper Magician Trilogy, #3)",en-GB,3.82,https://images.gr-assets.com/books/1422130439m/23485372.jpg,https://images.gr-assets.com/books/1422130439s/23485372.jpg
553582755,Dean Koontz,2001,One Door Away from Heaven,One Door Away from Heaven,en-US,3.95,https://images.gr-assets.com/books/1308459846m/15746.jpg,https://images.gr-assets.com/books/1308459846s/15746.jpg
312605390,Lisa Kleypas,2010,Love in the Afternoon,"Love in the Afternoon (The Hathaways, #5)",eng,4.2,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
60891270,"Joseph Delaney, Patrick  Arrasmith",2007,Attack of the Fiend (The Last Apprentice #4),"Attack of the Fiend (The Last Apprentice / Wardstone Chronicles, #4)",eng,4.19,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
,Jennifer Probst,2012,The Marriage Trap,"The Marriage Trap (Marriage to a Billionaire, #2)",eng,3.9,https://images.gr-assets.com/books/1346736227m/14165516.jpg,https://images.gr-assets.com/books/1346736227s/14165516.jpg
671796666,"Sam Smith, Doug Grud",1992,The Jordan Rules,The Jordan Rules,,4.23,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
307381757,Michelle Moran,2008,The Heretic Queen,The Heretic Queen,eng,4.21,https://images.gr-assets.com/books/1422755729m/2897258.jpg,https://images.gr-assets.com/books/1422755729s/2897258.jpg
310228638,John Ortberg,2001,"If You Want to Walk on Water, You've Got to Get Out of the Boat","If You Want to Walk on Water, You've Got to Get Out of the Boat",,4.13,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
670020486,Janice Y.K. Lee,2008,The Piano Teacher,The Piano Teacher,en-US,3.32,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
689823959,Livia E. Bitton-Jackson,1997,I Have Lived A Thousand Years: Growing Up In The Holocaust,I Have Lived a Thousand Years,eng,4.17,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1594203075,"Roy F. Baumeister, John Tierney",2011,Willpower: Rediscovering the Greatest Human Strength,Willpower: Rediscovering the Greatest Human Strength,,3.95,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
052595192X,Tami Hoag,2010,Secrets to the Grave,"Secrets to the Grave (Oak Knoll, #2)",eng,4.09,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1596435704,Caragh M. O'Brien,2011,Prized,"Prized (Birthmarked, #2)",en-US,3.99,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
345318854,Piers Anthony,1985,With a Tangled Skein,"With a Tangled Skein (Incarnations of Immortality, #3)",en-GB,3.98,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
316059854,Anita Shreve,2007,Body Surfing,Body Surfing,en-US,3.31,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1551113813,"Ford Madox Ford, Kenneth Womack, William Baker",1915,The Good Soldier,The Good Soldier,,3.72,https://images.gr-assets.com/books/1389213508m/7628.jpg,https://images.gr-assets.com/books/1389213508s/7628.jpg
553567713,"Margaret Weis, Tracy Hickman",1993,Into the Labyrinth,"Into the Labyrinth (The Death Gate Cycle, #6)",en-US,4.09,https://images.gr-assets.com/books/1327837279m/28484.jpg,https://images.gr-assets.com/books/1327837279s/28484.jpg
1411608313,J.L. Bourne,2004,Day by Day Armageddon,"Day by Day Armageddon (Day by Day Armageddon,#1)",eng,4.01,https://images.gr-assets.com/books/1474936945m/74821.jpg,https://images.gr-assets.com/books/1474936945s/74821.jpg
039487336X,"Stan Berenstain, Jan Berenstain",1987,,The Berenstain Bears' Trouble at School,en-US,4.19,https://images.gr-assets.com/books/1344369313m/1129315.jpg,https://images.gr-assets.com/books/1344369313s/1129315.jpg
345517989,"Robin Furth, Stephen King, Peter Straub, Tony Shasteen, Nei Ruffino",2009,,The Talisman (Volume 1): The Road of Trials,en-US,4.34,https://images.gr-assets.com/books/1320441659m/6907672.jpg,https://images.gr-assets.com/books/1320441659s/6907672.jpg
553269828,David Brin,1980,Sundiver,"Sundiver (The Uplift Saga, #1)",eng,3.65,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1569472025,Stephen Fry,1997,Moab Is My Washpot,Moab Is My Washpot (Memoir #1),eng,3.98,https://images.gr-assets.com/books/1327963490m/66857.jpg,https://images.gr-assets.com/books/1327963490s/66857.jpg
099050560X,Meredith Wild,2014,Hardline,"Hardline (Hacker, #3)",eng,4.26,https://images.gr-assets.com/books/1402463128m/22454958.jpg,https://images.gr-assets.com/books/1402463128s/22454958.jpg
425214435,John Sandford,1991,Eyes of Prey,"Eyes of Prey (Lucas Davenport, #3)",en-US,4.18,https://images.gr-assets.com/books/1400408527m/37297.jpg,https://images.gr-assets.com/books/1400408527s/37297.jpg
545298415,Peter Lerangis,2012,,"The Dead of Night (The 39 Clues: Cahills vs. Vespers, #3)",eng,4.16,https://images.gr-assets.com/books/1331686275m/11512688.jpg,https://images.gr-assets.com/books/1331686275s/11512688.jpg
60776242,Ellen Schreiber,2005,"Kissing Coffins (Vampire Kisses, #2)","Kissing Coffins (Vampire Kisses, #2)",en-US,3.87,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
446556246,Sebastian Junger,2010,WAR,War,eng,4.22,https://images.gr-assets.com/books/1344271278m/7519640.jpg,https://images.gr-assets.com/books/1344271278s/7519640.jpg
